new_date,lat,long,speed
2018-07-07T06:00:00,40.68314,-73.72692,59.03
2018-07-07T06:00:00,40.76212,-74.91,13.67
2018-07-07T06:00:00,40.74137,-74.00893,20.5
2018-07-07T06:00:00,40.73895,-74.01012,26.71
2018-07-07T11:00:00,40.66738,-73.77021,45.98
2018-07-07T11:00:00,40.66579,-73.75706,40.38
2018-07-07T11:00:00,40.68314,-73.72692,54.05
2018-07-07T11:00:00,40.70895,-73.996941,5.59
2018-07-07T11:00:00,40.76212,-74.91,12.42
2018-07-07T11:00:00,40.74137,-74.00893,13.67
2018-07-07T11:00:00,40.73895,-74.01012,21.12
2018-07-07T19:00:00,40.66738,-73.77021,23.61
2018-07-07T19:00:00,40.66579,-73.75706,42.25
2018-07-07T19:00:00,40.68314,-73.72692,41.01
2018-07-07T19:00:00,40.76212,-74.91,13.67
2018-07-07T19:00:00,40.74137,-74.00893,11.18
2018-07-07T19:00:00,40.73895,-74.01012,19.88
2018-07-08T00:00:00,40.66738,-73.77021,48.46
2018-07-08T00:00:00,40.66579,-73.75706,53.43
2018-07-08T00:00:00,40.68314,-73.72692,54.05
2018-07-08T00:00:00,40.76212,-74.91,10.56
2018-07-08T00:00:00,40.74137,-74.00893,17.39
2018-07-08T00:00:00,40.73895,-74.01012,18.64
2018-07-08T02:00:00,40.66642,-73.78958,27.34
2018-07-08T02:00:00,40.66738,-73.77021,52.81
2018-07-08T02:00:00,40.66579,-73.75706,56.54
2018-07-08T02:00:00,40.68314,-73.72692,56.54
2018-07-08T02:00:00,40.69236,-73.99939,42.25
2018-07-08T02:00:00,40.76212,-74.91,13.67
2018-07-08T02:00:00,40.74137,-74.00893,20.5
2018-07-08T02:00:00,40.7601606,-73.95751,49.7
2018-07-08T02:00:00,40.73868,-73.973391,46.6
2018-07-08T02:00:00,40.73895,-74.01012,26.71
2018-07-08T02:00:00,40.79751,-73.827091,55.92
2018-07-08T02:00:00,40.7270705,-73.83231,53.43
2018-07-08T02:00:00,40.67374,-73.80154,49.08
2018-07-08T02:00:00,40.700841,-73.815751,56.54
2018-07-08T02:00:00,40.7268904,-73.83239,48.46
2018-07-08T03:00:00,40.66642,-73.78958,41.01
2018-07-08T03:00:00,40.66738,-73.77021,55.3
2018-07-08T03:00:00,40.66579,-73.75706,57.16
2018-07-08T03:00:00,40.68314,-73.72692,58.4
2018-07-08T03:00:00,40.76212,-74.91,11.8
2018-07-08T03:00:00,40.74137,-74.00893,19.88
2018-07-08T03:00:00,40.73895,-74.01012,28.58
2018-07-08T03:00:00,40.79751,-73.827091,56.54
2018-07-08T03:00:00,40.67374,-73.80154,54.05
2018-07-08T03:00:00,40.7268904,-73.83239,50.33
2018-07-08T04:00:00,40.66642,-73.78958,31.68
2018-07-08T04:00:00,40.66738,-73.77021,55.92
2018-07-08T04:00:00,40.66579,-73.75706,58.4
2018-07-08T04:00:00,40.68314,-73.72692,59.65
2018-07-08T04:00:00,40.69236,-73.99939,44.73
2018-07-08T04:00:00,40.76212,-74.91,13.04
2018-07-08T04:00:00,40.74137,-74.00893,20.5
2018-07-08T04:00:00,40.73868,-73.973391,42.87
2018-07-08T04:00:00,40.73895,-74.01012,29.82
2018-07-08T04:00:00,40.79751,-73.827091,56.54
2018-07-08T04:00:00,40.7270705,-73.83231,55.3
2018-07-08T04:00:00,40.67374,-73.80154,52.81
2018-07-08T04:00:00,40.700841,-73.815751,52.81
2018-07-08T04:00:00,40.7268904,-73.83239,47.84
2018-07-08T05:00:00,40.70158,-73.99033,29.2
2018-07-08T06:00:00,40.66738,-73.77021,58.4
2018-07-08T06:00:00,40.66579,-73.75706,59.65
2018-07-08T06:00:00,40.68314,-73.72692,61.51
2018-07-08T06:00:00,40.76212,-74.91,15.53
2018-07-08T06:00:00,40.74137,-74.00893,21.12
2018-07-08T06:00:00,40.73895,-74.01012,29.82
2018-07-08T06:00:00,40.79751,-73.827091,58.4
2018-07-08T06:00:00,40.67374,-73.80154,17.39
2018-07-08T08:00:00,40.66738,-73.77021,54.05
2018-07-08T08:00:00,40.66579,-73.75706,55.92
2018-07-08T08:00:00,40.68314,-73.72692,58.4
2018-07-08T08:00:00,40.8492,-73.945241,50.33
2018-07-08T08:00:00,40.70895,-73.996941,33.55
2018-07-08T08:00:00,40.76212,-74.91,14.29
2018-07-08T08:00:00,40.74137,-74.00893,22.99
2018-07-08T08:00:00,40.73895,-74.01012,24.85
2018-07-08T08:00:00,40.67374,-73.80154,50.95
2018-07-15T05:00:00,40.7719,-73.99401,16.77
2018-07-15T05:00:00,40.846951,-73.933641,52.19
2018-07-15T05:00:00,40.76017,-74.00382,13.04
2018-07-15T05:00:00,40.7604506,-74.003221,0.0
2018-07-15T05:00:00,40.737015,-73.85373001,52.19
2018-07-15T05:00:00,40.7601606,-73.95751,43.49
2018-07-15T05:00:00,40.73868,-73.973391,36.03
2018-07-15T05:00:00,40.7604,-74.00328,17.39
2018-07-15T05:00:00,40.730165,-73.87643,50.95
2018-07-15T05:00:00,40.78647,-73.78812,31.68
2018-07-16T13:00:00,40.745616,-73.97305,21.74
2018-07-16T13:00:00,40.7415,-73.95491001,11.18
2018-07-16T13:00:00,40.817516,-73.80261,37.28
2018-07-16T13:00:00,40.80218,-73.79324001,42.87
2018-07-16T13:00:00,40.70538,-74.01528,18.64
2018-07-16T13:00:00,40.6822,-74.0057201,37.28
2018-07-16T13:00:00,40.7727804,-73.83087,47.84
2018-07-16T13:00:00,40.8006,-73.82895,50.33
2018-07-16T13:00:00,40.77367,-73.92198,32.93
2018-07-16T13:00:00,40.7738304,-73.92197,28.58
2018-07-16T13:00:00,40.730165,-73.87643,31.68
2018-07-16T13:00:00,40.78647,-73.78812,57.16
2018-07-16T13:00:00,40.737015,-73.85373001,26.71
2018-07-16T13:00:00,40.66642,-73.78958,10.56
2018-07-16T13:00:00,40.66738,-73.77021,39.76
2018-07-16T13:00:00,40.66579,-73.75706,14.29
2018-07-16T13:00:00,40.68314,-73.72692,34.17
2018-07-16T13:00:00,40.8492,-73.945241,47.22
2018-07-16T13:00:00,40.76212,-74.91,13.04
2018-07-16T13:00:00,40.74137,-74.00893,10.56
2018-07-16T13:00:00,40.7601606,-73.95751,36.66
2018-07-16T13:00:00,40.73868,-73.973391,16.77
2018-07-16T13:00:00,40.79751,-73.827091,51.57
2018-07-16T13:00:00,40.7270705,-73.83231,37.28
2018-07-16T13:00:00,40.67374,-73.80154,20.5
2018-07-16T13:00:00,40.700841,-73.815751,28.58
2018-07-16T13:00:00,40.7268904,-73.83239,13.04
2018-07-16T13:00:00,40.7252805,-74.01128,6.83
2018-07-16T13:00:00,40.7894,-73.78765,53.43
2018-07-16T13:00:00,40.79771,-73.92004,26.09
2018-07-16T13:00:00,40.77391,-73.9222,0.0
2018-07-16T13:00:00,40.77367,-73.92198,34.79
2018-07-16T13:00:00,40.80151,-73.93066,31.06
2018-07-16T13:00:00,40.8013005,-73.930181,39.14
2018-07-16T13:00:00,40.793425,-73.79344,42.87
2018-07-16T13:00:00,40.7889404,-73.789571,41.63
2018-07-16T13:00:00,40.75605,-73.740851,40.38
2018-07-16T13:00:00,40.7454306,-73.76907,41.63
2018-07-16T13:00:00,40.7887906,-73.78895,54.68
2018-07-16T13:00:00,40.7868604,-73.78838,40.38
2018-07-16T13:00:00,40.68361,-73.72646,51.57
2018-07-16T13:00:00,40.7136604,-73.7292,42.87
2018-07-16T13:00:00,40.71309,-73.72892,51.57
2018-07-16T13:00:00,40.74799,-73.73784,42.87
2018-07-16T13:00:00,40.7084705,-73.99884,33.55
2018-07-16T13:00:00,40.70895,-73.996941,18.01
2018-07-16T13:00:00,40.70158,-73.99033,0.0
2018-07-16T13:00:00,40.69236,-73.99939,0.0
2018-07-16T13:00:00,40.73651,-73.975011,18.01
2018-07-16T13:00:00,40.712,-73.97793,33.55
2018-07-16T13:00:00,40.73895,-74.01012,6.83
2018-07-16T13:00:00,40.763521,-73.99935,14.91
2018-07-16T13:00:00,40.7713004,-73.99455,8.07
2018-07-16T13:00:00,40.78918,-73.78792,49.7
2018-07-16T13:00:00,40.77065,-73.834421,52.81
2018-07-16T13:00:00,40.76191,-73.839121,52.81
2018-07-16T13:00:00,40.7613906,-73.83898,51.57
2018-07-16T13:00:00,40.7702704,-73.8354,51.57
2018-07-16T13:00:00,40.77384,-73.92192,21.74
2018-07-19T15:00:00,40.78647,-73.78812,57.78
2018-07-19T15:00:00,40.730165,-73.87643,0.62
2018-07-19T15:00:00,40.793425,-73.79344,0.0
2018-07-19T15:00:00,40.7889404,-73.789571,0.0
2018-07-19T15:00:00,40.75605,-73.740851,41.01
2018-07-19T15:00:00,40.7454306,-73.76907,0.0
2018-07-19T15:00:00,40.7887906,-73.78895,0.0
2018-07-19T15:00:00,40.7868604,-73.78838,41.01
